Country,"Cost per GB, excl conn (US$ PPP)",Country Code
Belarus,21.58331877,BLR
Paraguay,21.55365244,PRY
Brazil,21.49139412,BRA
"Taiwan, China",21.48945357,TWN
Ghana,21.48378628,GHA
Ghana,21.48378628,GHA
Mozambique,21.442631,MOZ
Ghana,21.32922667,GHA
Iraq,21.30429889,IRQ
Mozambique,21.29780592,MOZ
Nepal,21.27236355,NPL
Jordan,21.2602411,JOR
Pakistan,21.18781199,PAK
Viet Nam,21.04087277,VNM
Viet Nam,21.04087277,VNM
Viet Nam,21.04087277,VNM
Bangladesh,21.02454566,BGD
Mozambique,20.94006933,MOZ
Mozambique,20.94006933,MOZ
Mozambique,20.94006933,MOZ
Mozambique,20.94006933,MOZ
Uzbekistan,20.83912522,UZB
Uganda,20.79652761,UGA
Ukraine,20.74071518,UKR
Serbia,20.69553591,SRB
Angola,20.65694555,AGO
Angola,20.65367498,AGO
Kyrgyzstan,20.65323696,KGZ
Zambia,20.60365031,ZMB
Zambia,20.60365031,ZMB
Brazil,20.55343954,BRA
Peru,20.52366136,PER
Bulgaria,20.51486561,BGR
United States,20.48,USA
Zimbabwe,20.48,ZWE
Tanzania,20.43273497,TZA
Tanzania,20.42591094,TZA
Canada,20.3777487,CAN
Philippines,20.33949661,PHL
Uganda,20.3161172,UGA
Uganda,20.3161172,UGA
Uganda,20.3161172,UGA
Philippines,20.28643705,PHL
Benin,20.28305491,BEN
Philippines,20.2333775,PHL
Korea (South),20.16944525,KOR
China,20.15959192,CHN
Greece,20.13077282,GRC
Nicaragua,20.08112255,NIC
United States,20,USA
Zambia,19.95440956,ZMB
Peru,19.952324,PER
Colombia,19.94654171,COL
Chile,19.9436043,CHL
Chile,19.93858325,CHL
Chile,19.92352011,CHL
Nicaragua,19.8886008,NIC
Philippines,19.81097369,PHL
Philippines,19.81097369,PHL
Uganda,19.80821427,UGA
Uganda,19.80821427,UGA
Uganda,19.80821427,UGA
Uganda,19.80821427,UGA
Uganda,19.80821427,UGA
Peru,19.80080144,PER
United Kingdom,19.67898876,GBR
Tanzania,19.61122617,TZA
Peru,19.60062484,PER
Argentina,19.6,ARG
Slovak Republic,19.59751886,SVK
Slovak Republic,19.59751886,SVK
Mexico,19.4960239,MEX
Zambia,19.48672809,ZMB
Uzbekistan,19.44985021,UZB
Indonesia,19.44824275,IDN
"Taiwan, China",19.4316619,TWN
Cote d'Ivoire,19.42707383,CIV
Pakistan,19.42216099,PAK
Uganda,19.4133991,UGA
Uganda,19.4133991,UGA
Uganda,19.41263602,UGA
Uganda,19.41263602,UGA
Czech Republic,19.41199705,CZE
Cameroon,19.40255429,CMR
Nicaragua,19.39836437,NIC
Hungary,19.3929579,HUN
Tajikistan,19.37936373,TJK
Colombia,19.31711615,COL
Chile,19.29588905,CHL
India,19.27551667,IND
Bangladesh,19.17438565,BGD
"Taiwan, China",19.10173651,TWN
India,19.0948087,IND
Niger,19.08358412,NER
Niger,19.0774022,NER
"Taiwan, China",19.07036046,TWN
Guatemala,19.03993493,GTM
Chile,19.02776507,CHL
Thailand,19.02071109,THA
Colombia,19.01992975,COL
Germany,19.00023126,DEU
Argentina,19,ARG
Germany,18.99085769,DEU
Kenya,18.98430146,KEN
China,18.8967258,CHN
Mozambique,18.8460624,MOZ
Mozambique,18.8460624,MOZ
Mozambique,18.8460624,MOZ
Turkey,18.84552436,TUR
Madagascar,18.81679111,MDG
Peru,18.72624236,PER
Singapore,18.6905014,SGP
Honduras,18.68415549,HND
Tanzania,18.67235896,TZA
Afghanistan,18.62058235,AFG
Guatemala,18.59241509,GTM
Angola,18.58994277,AGO
Zambia,18.55992029,ZMB
Romania,18.52730984,ROM
El Salvador,18.51306416,SLV
Romania,18.50446482,ROM
Serbia,18.43264823,SRB
Mozambique,18.34653853,MOZ
Canada,18.34165309,CAN
Canada,18.34165309,CAN
South Africa,18.31959861,ZAF
Poland,18.30609155,POL
Tanzania,18.27581505,TZA
Senegal,18.25951527,SEN
Senegal,18.25951527,SEN
Bulgaria,18.25703419,BGR
Poland,18.24888502,POL
Poland,18.24888502,POL
Bangladesh,18.23729161,BGD
South Africa,18.22153363,ZAF
Nepal,18.21621506,NPL
Nigeria,18.21389286,NGA
South Africa,18.19699285,ZAF
South Africa,18.19699285,ZAF
South Africa,18.19699285,ZAF
Ecuador,18.19177951,ECU
South Africa,18.16631686,ZAF
Romania,18.09307601,ROM
Philippines,18.07955254,PHL
South Africa,18.07428892,ZAF
Netherlands,18.02647396,NLD
Tanzania,17.97870707,TZA
Paraguay,17.96137704,PRY
Zambia,17.95896861,ZMB
Brazil,17.94507195,BRA
France,17.90892356,FRA
"Hong Kong, China",17.90098627,HKG
Ghana,17.89027527,GHA
Azerbaijan,17.85326576,AZE
Peru,17.85324999,PER
Ghana,17.85163536,GHA
Ghana,17.85163536,GHA
Ghana,17.85163536,GHA
Tanzania,17.84579587,TZA
Bulgaria,17.82913495,BGR
Bulgaria,17.82913495,BGR
Uzbekistan,17.82902936,UZB
Ecuador,17.82794392,ECU
Zambia,17.81728584,ZMB
Kenya,17.78569994,KEN
Jordan,17.75053384,JOR
Belgium,17.6749292,BEL
Jordan,17.67478477,JOR
Belgium,17.67056933,BEL
Belgium,17.66620946,BEL
Dominican Rep.,17.6612774,DOM
Madagascar,17.6381641,MDG
Togo,17.63814867,TGO
Spain,17.62360003,ESP
Viet Nam,17.60867366,VNM
Viet Nam,17.60867366,VNM
France,17.50645643,FRA
Uzbekistan,17.50486519,UZB
Nigeria,17.48814648,NGA
Nigeria,17.48814648,NGA
Rwanda,17.48246972,RWA
Bolivia,17.43719923,BOL
Azerbaijan,17.43482984,AZE
Philippines,17.43385424,PHL
Syria,17.40648655,SYR
Syria,17.40648655,SYR
Syria,17.40648655,SYR
Kenya,17.39905429,KEN
Mexico,17.38909525,MEX
Cote d'Ivoire,17.37542316,CIV
Uzbekistan,17.36593769,UZB
Mexico,17.34701406,MEX
Mexico,17.34701406,MEX
Australia,17.14746304,AUS
India,17.12960954,IND
Zambia,17.10522812,ZMB
United States,17.06666667,USA
Czech Republic,17.00705118,CZE
El Salvador,17.00179362,SLV
Dominican Rep.,16.93400581,DOM
Mexico,16.88794653,MEX
Brazil,16.88772251,BRA
Netherlands,16.88420234,NLD
Colombia,16.87409152,COL
Colombia,16.85961321,COL
Singapore,16.82969534,SGP
Serbia,16.81786915,SRB
Colombia,16.81674979,COL
Malaysia,16.8140976,MYS
Tanzania,16.75283046,TZA
Kenya,16.74175668,KEN
Kenya,16.74175668,KEN
Romania,16.7339759,ROM
Afghanistan,16.67723883,AFG
Korea (South),16.64109191,KOR
Colombia,16.63024627,COL
India,16.56489714,IND
Saudi Arabia,16.5594528,SAU
Saudi Arabia,16.5594528,SAU
Czech Republic,16.54421254,CZE
Saudi Arabia,16.4911536,SAU
Poland,16.4754824,POL
Germany,16.45061957,DEU
Kenya,16.43244016,KEN
South Africa,16.4159453,ZAF
Nigeria,16.39513733,NGA
Nigeria,16.39513733,NGA
Nigeria,16.39425941,NGA
India,16.36411051,IND
Niger,16.35735781,NER
Tanzania,16.35143724,TZA
Mexico,16.35014893,MEX
Kenya,16.34937176,KEN
Kenya,16.34937176,KEN
Tanzania,16.34268847,TZA
Tanzania,16.34268847,TZA
Tanzania,16.34268847,TZA
Canada,16.30135934,CAN
Mexico,16.23377531,MEX
Benin,16.22644393,BEN
Uzbekistan,16.20820851,UZB
India,16.19678831,IND
Cote d'Ivoire,16.18922819,CIV
Uganda,16.17700592,UGA
Paraguay,16.16523933,PRY
Malaysia,16.1415337,MYS
Colombia,16.09378671,COL
Paraguay,16.07304819,PRY
Paraguay,16.07304819,PRY
Nicaragua,16.06489804,NIC
India,16.06293056,IND
India,16.06293056,IND
India,16.06293056,IND
Mexico,16.04165555,MEX
Dominican Rep.,16.02925392,DOM
Dominican Rep.,16.02798878,DOM
Bangladesh,16.0207038,BGD
Colombia,15.97186408,COL
Afghanistan,15.95692617,AFG
Paraguay,15.95097441,PRY
Bangladesh,15.94501543,BGD
India,15.91234058,IND
Viet Nam,15.89257411,VNM
Singapore,15.88751505,SGP
United Kingdom,15.8783257,GBR
"Taiwan, China",15.85117819,TWN
Spain,15.82603508,ESP
Cote d'Ivoire,15.79444384,CIV
Uganda,15.77276677,UGA
Malaysia,15.7632165,MYS
Dominican Rep.,15.73194731,DOM
Slovak Republic,15.69253177,SVK
Netherlands,15.67946274,NLD
Dominican Rep.,15.65701521,DOM
Niger,15.61384155,NER
Brazil,15.59739776,BRA
Bangladesh,15.59242254,BGD
"Hong Kong, China",15.58357177,HKG
India,15.56096398,IND
Uzbekistan,15.55988017,UZB
Denmark,15.54665338,DNK
Serbia,15.53263683,SRB
United Kingdom,15.51946803,GBR
Paraguay,15.51693429,PRY
Bulgaria,15.47586436,BGR
Kenya,15.46582603,KEN
United Kingdom,15.4560298,GBR
Romania,15.44323237,ROM
Romania,15.44323237,ROM
Romania,15.44323237,ROM
Chile,15.40959758,CHL
Afghanistan,15.3441602,AFG
Bulgaria,15.31886284,BGR
Kenya,15.31116777,KEN
Zambia,15.28094084,ZMB
Tanzania,15.25259266,TZA
Egypt,15.24655725,EGY
Mexico,15.21521924,MEX
Bulgaria,15.21419516,BGR
Senegal,15.21330524,SEN
Uzbekistan,15.19519547,UZB
Venezuela,15.18597399,VEN
South Africa,15.18461136,ZAF
United Kingdom,15.13696179,GBR
United Kingdom,15.13696179,GBR
United Kingdom,15.13696179,GBR
United Kingdom,15.13696179,GBR
China,15.11969394,CHN
Greece,15.1092551,GRC
Thailand,15.08472248,THA
Thailand,15.08472248,THA
Romania,15.08128161,ROM
Kazakhstan,15.07127233,KAZ
Tanzania,15.05067122,TZA
Peru,15.0499436,PER
United States,15,USA
United States,15,USA
Colombia,14.98791039,COL
Israel,14.97108172,ISR
Indonesia,14.96370677,IDN
Bulgaria,14.95982699,BGR
Bulgaria,14.95982699,BGR
Bolivia,14.94910024,BOL
Bolivia,14.94910024,BOL
Bolivia,14.94910024,BOL
Bolivia,14.94594543,BOL
Indonesia,14.92938635,IDN
Tunisia,14.90905597,TUN
Tunisia,14.90905597,TUN
Tajikistan,14.90720287,TJK
Belarus,14.8832838,BLR
Azerbaijan,14.87772146,AZE
Kazakhstan,14.87296611,KAZ
Colombia,14.8307445,COL
Netherlands,14.81846123,NLD
Mozambique,14.79388195,MOZ
Greece,14.74967516,GRC
Greece,14.74967516,GRC
Greece,14.74785623,GRC
Switzerland,14.74554671,CHE
Spain,14.74449705,ESP
Czech Republic,14.74277195,CZE
Tanzania,14.71104425,TZA
Tanzania,14.70841963,TZA
Tanzania,14.70841963,TZA
Tajikistan,14.65874949,TJK
Bolivia,14.65175874,BOL
Colombia,14.60928348,COL
Greece,14.60234211,GRC
Bolivia,14.59372428,BOL
South Africa,14.58782853,ZAF
France,14.58727425,FRA
Nigeria,14.5734554,NGA
Nigeria,14.5734554,NGA
South Africa,14.56986467,ZAF
Uganda,14.56004932,UGA
Uganda,14.56004932,UGA
Kenya,14.53697027,KEN
Kenya,14.52438415,KEN
Kenya,14.52438415,KEN
Syria,14.50147446,SYR
Ukraine,14.49869367,UKR
Colombia,14.48783711,COL
Netherlands,14.47115355,NLD
Nicaragua,14.45840823,NIC
India,14.4566375,IND
Mozambique,14.44715034,MOZ
South Africa,14.42998219,ZAF
Spain,14.39359786,ESP
Spain,14.39182284,ESP
Spain,14.38827281,ESP
Paraguay,14.36910163,PRY
Paraguay,14.36910163,PRY
Paraguay,14.36910163,PRY
Turkey,14.36873486,TUR
Egypt,14.34530593,EGY
Ghana,14.30191624,GHA
Ghana,14.30191624,GHA
Ghana,14.30191624,GHA
Tanzania,14.30094601,TZA
Mexico,14.29995337,MEX
Bolivia,14.28879705,BOL
Colombia,14.28323571,COL
Azerbaijan,14.2826126,AZE
Peru,14.28259999,PER
Iraq,14.20728361,IRQ
Benin,14.19813844,BEN
Colombia,14.19179374,COL
Bolivia,14.16014694,BOL
Korea (South),14.12207722,KOR
Korea (South),14.12207722,KOR
India,14.05506424,IND
Switzerland,14.03962169,CHE
Nigeria,14.01068681,NGA
Ghana,13.97677755,GHA
Ghana,13.97677755,GHA
Syria,13.92204444,SYR
Cote d'Ivoire,13.87648131,CIV
Iraq,13.8743004,IRQ
Mexico,13.86957756,MEX
El Salvador,13.826871,SLV
El Salvador,13.826871,SLV
Spain,13.81529792,ESP
"Taiwan, China",13.79918482,TWN
Czech Republic,13.78986887,CZE
Bulgaria,13.7712764,BGR
Angola,13.77057024,AGO
Colombia,13.75287228,COL
Colombia,13.7353459,COL
Poland,13.72956866,POL
Australia,13.72127366,AUS
Australia,13.71943853,AUS
Mozambique,13.70554652,MOZ
Mozambique,13.70554652,MOZ
Mozambique,13.70554652,MOZ
South Africa,13.67995442,ZAF
Switzerland,13.67929542,CHE
Switzerland,13.67929542,CHE
Spain,13.67471672,ESP
Romania,13.67437524,ROM
Nigeria,13.66188284,NGA
Nigeria,13.66041964,NGA
Nigeria,13.66041964,NGA
Brazil,13.63921048,BRA
Tanzania,13.61963612,TZA
France,13.61709241,FRA
South Africa,13.60173066,ZAF
Bolivia,13.58636271,BOL
Nicaragua,13.58126479,NIC
South Africa,13.54344629,ZAF
El Salvador,13.52862629,SLV
Benin,13.5220366,BEN
Benin,13.5220366,BEN
United Arab Emirates,13.51952193,ARE
Mozambique,13.50559597,MOZ
Mozambique,13.50559597,MOZ
Mozambique,13.50559597,MOZ
El Salvador,13.493487,SLV
El Salvador,13.493487,SLV
Spain,13.47943665,ESP
United Arab Emirates,13.46494771,ARE
Brazil,13.45760922,BRA
Nigeria,13.45242037,NGA
Romania,13.37195071,ROM
Zambia,13.36326143,ZMB
India,13.35309535,IND
Italy,13.27435864,ITA
Switzerland,13.26965031,CHE
Kyrgyzstan,13.25201637,KGZ
"Hong Kong, China",13.24950519,HKG
Saudi Arabia,13.24507864,SAU
Saudi Arabia,13.24507864,SAU
Madagascar,13.22970837,MDG
Madagascar,13.22970837,MDG
Madagascar,13.22970837,MDG
Madagascar,13.22970837,MDG
El Salvador,13.22361726,SLV
Poland,13.2234249,POL
Kenya,13.14595213,KEN
Malaysia,13.14172506,MYS
Dominican Rep.,13.13209595,DOM
Kenya,13.07572157,KEN
Colombia,13.07334414,COL
Tanzania,13.07065127,TZA
Lao P.D.R.,13.06695046,LAO
Germany,13.06675993,DEU
Lao P.D.R.,13.02611624,LAO
Mexico,12.99734927,MEX
Denmark,12.97018352,DNK
Spain,12.95051054,ESP
Uganda,12.94171496,UGA
El Salvador,12.90446466,SLV
Colombia,12.88760264,COL
India,12.8812347,IND
Korea (South),12.85932093,KOR
Uganda,12.84637294,UGA
Denmark,12.79485822,DNK
Denmark,12.79485822,DNK
Bangladesh,12.78292376,BGD
South Africa,12.76427634,ZAF
Guatemala,12.75940084,GTM
Guatemala,12.75940084,GTM
Guatemala,12.75940084,GTM
Turkey,12.70704443,TUR
Germany,12.6683831,DEU
Brazil,12.66828093,BRA
Cote d'Ivoire,12.63555507,CIV
Cote d'Ivoire,12.63555507,CIV
Nigeria,12.61096878,NGA
South Africa,12.60782883,ZAF
Pakistan,12.58026337,PAK
Paraguay,12.57296393,PRY
Mozambique,12.56029785,MOZ
Greece,12.53422265,GRC
Chile,12.50843581,CHL
United States,12.5,USA
El Salvador,12.46798198,SLV
Korea (South),12.4655489,KOR
Bolivia,12.42737335,BOL
Tajikistan,12.42266906,TJK
Viet Nam,12.38576198,VNM
Viet Nam,12.38576198,VNM
Viet Nam,12.38576198,VNM
Belarus,12.36011541,BLR
India,12.34837787,IND
Netherlands,12.34567164,NLD
Nigeria,12.33048491,NGA
Tajikistan,12.30435792,TJK
El Salvador,12.29260179,SLV
Greece,12.28866757,GRC
Thailand,12.28665435,THA
Thailand,12.28665435,THA
Kenya,12.27986587,KEN
Bangladesh,12.27833467,BGD
Kenya,12.27599941,KEN
Tanzania,12.25701635,TZA
Sri Lanka,12.24549498,LKA
Azerbaijan,12.20438089,AZE
"Hong Kong, China",12.17544601,HKG
Benin,12.16884737,BEN
Bolivia,12.16227131,BOL
Jordan,12.14401716,JOR
Peru,12.14237857,PER
Uganda,12.13213444,UGA
Uganda,12.13213444,UGA
Uganda,12.13213444,UGA
Bolivia,12.12089209,BOL
Ukraine,12.08224472,UKR
Romania,12.05833241,ROM
Romania,12.05833241,ROM
Angola,12.04952151,AGO
Nicaragua,12.04867353,NIC
India,12.04719792,IND
Cambodia,12.03064382,KHM
Australia,12.00542628,AUS
India,12.00013855,IND
United States,12,USA
United States,12,USA
Kenya,11.99205651,KEN
Kenya,11.99205651,KEN
Uganda,11.98746808,UGA
Turkey,11.97394572,TUR
Chile,11.96766889,CHL
"Hong Kong, China",11.93861642,HKG
Uganda,11.93571885,UGA
Chile,11.92570727,CHL
Malaysia,11.91379334,MYS
India,11.91190224,IND
United Kingdom,11.90874427,GBR
Azerbaijan,11.90217717,AZE
Turkey,11.89900674,TUR
Chile,11.89235317,CHL
Chile,11.86975845,CHL
India,11.85307803,IND
Cote d'Ivoire,11.84583288,CIV
Cote d'Ivoire,11.84583288,CIV
Ukraine,11.84456122,UKR
Belarus,11.84013814,BLR
Bolivia,11.83624233,BOL
Peru,11.82042789,PER
China,11.81226089,CHN
China,11.81226089,CHN
Greece,11.79755741,GRC
Dominican Rep.,11.79737907,DOM
Viet Nam,11.78885779,VNM
Viet Nam,11.78885779,VNM
India,11.78248898,IND
Belgium,11.78037955,BEL
India,11.76484172,IND
India,11.76484172,IND
India,11.76484172,IND
India,11.76484172,IND
Mexico,11.71310787,MEX
Mexico,11.71310787,MEX
Mexico,11.71310787,MEX
India,11.70601751,IND
"Taiwan, China",11.67816414,TWN
Paraguay,11.67489507,PRY
Paraguay,11.67489507,PRY
France,11.67241039,FRA
France,11.66809208,FRA
United States,11.66333333,USA
Bolivia,11.61890749,BOL
India,11.6177812,IND
Syria,11.60275197,SYR
Tajikistan,11.60237853,TJK
Bolivia,11.5588304,BOL
Cote d'Ivoire,11.54128057,CIV
Bolivia,11.53040536,BOL
Turkey,11.49498789,TUR
Bolivia,11.48646327,BOL
Yemen,11.43653958,YEM
Australia,11.43408887,AUS
Australia,11.43408887,AUS
Germany,11.38889047,DEU
United Kingdom,11.35506743,GBR
United Kingdom,11.35506743,GBR
United Kingdom,11.35037525,GBR
United Kingdom,11.35037525,GBR
Thailand,11.32241523,THA
Thailand,11.28692176,THA
Jordan,11.28099056,JOR
Uganda,11.25917628,UGA
Guatemala,11.22359412,GTM
Singapore,11.21783402,SGP
Honduras,11.2104933,HND
Singapore,11.19781269,SGP
Ghana,11.18142204,GHA
Ghana,11.18142204,GHA
Belarus,11.17382847,BLR
Lao P.D.R.,11.17107595,LAO
Belarus,11.16672496,BLR
Kenya,11.1392612,KEN
Colombia,11.11934355,COL
El Salvador,11.06887605,SLV
Switzerland,11.05580572,CHE
El Salvador,11.05042792,SLV
India,11.04326476,IND
Portugal,11.03672418,PRT
Hungary,11.00119597,HUN
South Africa,10.94672437,ZAF
Nigeria,10.93009155,NGA
Nigeria,10.93009155,NGA
Nigeria,10.92950627,NGA
Czech Republic,10.92662199,CZE
India,10.92169473,IND
India,10.92169473,IND
Tunisia,10.91971872,TUN
Bangladesh,10.91469578,BGD
Nicaragua,10.91308604,NIC
Kenya,10.90083978,KEN
Kenya,10.89895187,KEN
Kenya,10.89800791,KEN
Kenya,10.89800791,KEN
Tanzania,10.89658378,TZA
Lao P.D.R.,10.88912538,LAO
Kenya,10.88165854,KEN
Kenya,10.87818477,KEN
Kenya,10.87818477,KEN
Kenya,10.87818477,KEN
South Africa,10.86850062,ZAF
Switzerland,10.79668527,CHE
Slovak Republic,10.78589371,SVK
Paraguay,10.77682622,PRY
Malaysia,10.77271923,MYS
Malaysia,10.77271923,MYS
Bangladesh,10.76686694,BGD
Brazil,10.76608738,BRA
Brazil,10.74872375,BRA
Colombia,10.74443147,COL
Ghana,10.74189314,GHA
Chile,10.74152887,CHL
El Salvador,10.74081565,SLV
Ecuador,10.73314991,ECU
Poland,10.70946579,POL
Malaysia,10.70253865,MYS
Kyrgyzstan,10.65015404,KGZ
Tunisia,10.64932569,TUN
India,10.6324757,IND
Italy,10.62636252,ITA
Viet Nam,10.60997201,VNM
Paraguay,10.59403345,PRY
Kenya,10.5921576,KEN
Poland,10.5921477,POL
India,10.58835755,IND
India,10.58835755,IND
India,10.58835755,IND
India,10.58835755,IND
India,10.58835755,IND
Brazil,10.56154701,BRA
India,10.55894544,IND
India,10.55894544,IND
Germany,10.551518,DEU
India,10.54423939,IND
India,10.54129818,IND
Cote d'Ivoire,10.52962923,CIV
Cote d'Ivoire,10.52962923,CIV
Poland,10.52510879,POL
Rwanda,10.49407643,RWA
Ghana,10.48258316,GHA
Ghana,10.48258316,GHA
Ghana,10.48258316,GHA
Ghana,10.48258316,GHA
Mozambique,10.47003467,MOZ
Lao P.D.R.,10.42905984,LAO
Lao P.D.R.,10.42660978,LAO
Lao P.D.R.,10.42599727,LAO
Lao P.D.R.,10.4257931,LAO
Lao P.D.R.,10.42497641,LAO
Lao P.D.R.,10.42497641,LAO
Lao P.D.R.,10.42089299,LAO
Nepal,10.41821354,NPL
Hungary,10.35435215,HUN
Kenya,10.34829467,KEN
United Kingdom,10.33842916,GBR
Angola,10.32411201,AGO
Philippines,10.31828743,PHL
Indonesia,10.29612851,IDN
Australia,10.29019061,AUS
South Africa,10.28872455,ZAF
Singapore,10.28154236,SGP
India,10.27462843,IND
Singapore,10.2509215,SGP
Russia,10.2323175,RUS
Yemen,10.21504301,YEM
Tanzania,10.21472709,TZA
Iraq,10.20485857,IRQ
Thailand,10.1972724,THA
India,10.19619616,IND
India,10.19619616,IND
Lao P.D.R.,10.18197027,LAO
India,10.17658809,IND
India,10.17658809,IND
Uganda,10.1580586,UGA
Brazil,10.13860723,BRA
Netherlands,10.1305214,NLD
Thailand,10.09434135,THA
United Kingdom,10.09130786,GBR
Bulgaria,10.06813149,BGR
"Taiwan, China",10.04911986,TWN
Romania,10.04675121,ROM
Romania,10.04675121,ROM
Kenya,10.02711123,KEN
United States,10,USA
United States,10,USA
United States,10,USA
United States,10,USA
Rwanda,9.996546416,RWA
Rwanda,9.996546416,RWA
Rwanda,9.994905485,RWA
Chile,9.974312674,CHL
Australia,9.946409424,AUS
Belarus,9.944920443,BLR
Tajikistan,9.942867692,TJK
Tajikistan,9.938135246,TJK
Nigeria,9.936446865,NGA
Saudi Arabia,9.934429879,SAU
Chile,9.924102189,CHL
Nicaragua,9.919624715,NIC
Korea (South),9.885454052,KOR
Korea (South),9.885454052,KOR
South Africa,9.883034677,ZAF
Tajikistan,9.878979679,TJK
Paraguay,9.87875737,PRY
Nicaragua,9.870273349,NIC
Saudi Arabia,9.867372477,SAU
Bangladesh,9.85525578,BGD
United Kingdom,9.839494381,GBR
India,9.838544967,IND
Nigeria,9.836204478,NGA
Japan,9.813898074,JPN
Turkey,9.809056332,TUR
India,9.808936782,IND
Tanzania,9.805613084,TZA
Tanzania,9.802988455,TZA
Yemen,9.802748208,YEM
Slovak Republic,9.79875943,SVK
Slovak Republic,9.79875943,SVK
Czech Republic,9.780869481,CZE
Indonesia,9.724121374,IDN
Belarus,9.717607976,BLR
Nicaragua,9.711230858,NIC
Uganda,9.70669955,UGA
Nicaragua,9.701591919,NIC
Ukraine,9.679000417,UKR
Nigeria,9.643682005,NGA
Nicaragua,9.638938822,NIC
El Salvador,9.593025911,SLV
Guatemala,9.580992899,GTM
Guatemala,9.56955063,GTM
"Taiwan, China",9.552123296,TWN
Yemen,9.529995383,YEM
Kazakhstan,9.518698311,KAZ
Chile,9.513882534,CHL
Canada,9.510175813,CAN
Canada,9.510175813,CAN
Cote d'Ivoire,9.476666306,CIV
Cote d'Ivoire,9.476666306,CIV
Cote d'Ivoire,9.476666306,CIV
China,9.449808711,CHN
China,9.449808711,CHN
El Salvador,9.445440897,SLV
Belgium,9.426047592,BEL
Brazil,9.409812698,BRA
Madagascar,9.408033791,MDG
Angola,9.399716969,AGO
India,9.392265305,IND
India,9.392265305,IND
Indonesia,9.38808314,IDN
Bolivia,9.387429032,BOL
Nigeria,9.367813788,NGA
Bangladesh,9.362492991,BGD
Bangladesh,9.350173922,BGD
Colombia,9.347798256,COL
Singapore,9.346428427,SGP
Turkey,9.344564984,TUR
Turkey,9.344564984,TUR
Turkey,9.344564984,TUR
Ghana,9.317851701,GHA
Ghana,9.317851701,GHA
Ghana,9.317851701,GHA
Chile,9.312789545,CHL
Singapore,9.304030314,SGP
Germany,9.286085727,DEU
Belarus,9.282872882,BLR
Ukraine,9.269656607,UKR
Uganda,9.221447239,UGA
Uganda,9.221447239,UGA
El Salvador,9.219451345,SLV
El Salvador,9.217914001,SLV
Colombia,9.217350571,COL
El Salvador,9.214839313,SLV
El Salvador,9.214839313,SLV
Argentina,9.21,ARG
El Salvador,9.20561525,SLV
Burkina Faso,9.192799146,BFA
Burkina Faso,9.192799146,BFA
Paraguay,9.159507537,PRY
Honduras,9.151499365,HND
Kazakhstan,9.137950378,KAZ
Dominican Rep.,9.13325887,DOM
Indonesia,9.128094403,IDN
South Africa,9.126718327,ZAF
South Africa,9.120889891,ZAF
Bangladesh,9.118645805,BGD
South Africa,9.110766816,ZAF
Japan,9.105841744,JPN
Iraq,9.091601267,IRQ
United Kingdom,9.082177074,GBR
Belarus,9.07612731,BLR
South Africa,9.037144458,ZAF
Cambodia,9.022982868,KHM
Cambodia,9.022982868,KHM
Sweden,8.992422605,SWE
Ghana,8.982915038,GHA
Paraguay,8.980688518,PRY
Guatemala,8.975824027,GTM
Bangladesh,8.96828276,BGD
Thailand,8.962099828,THA
Tunisia,8.95527454,TUN
"Hong Kong, China",8.953268481,HKG
Tajikistan,8.949054167,TJK
Chile,8.946001958,CHL
Malaysia,8.935345005,MYS
Belarus,8.922014341,BLR
Denmark,8.920660929,DNK
Australia,8.918736125,AUS
Zambia,8.894313044,ZMB
United Kingdom,8.890892674,GBR
Paraguay,8.88929213,PRY
United States,8.888888889,USA
United States,8.888888889,USA
Dominican Rep.,8.873111073,DOM
Germany,8.863650064,DEU
Dominican Rep.,8.862267063,DOM
El Salvador,8.855100841,SLV
Greece,8.848713738,GRC
Belgium,8.837464602,BEL
Canada,8.831477274,CAN
Paraguay,8.821865439,PRY
El Salvador,8.815744838,SLV
Guatemala,8.81207245,GTM
India,8.808925236,IND
India,8.808925236,IND
India,8.808925236,IND
Indonesia,8.781991968,IDN
Yemen,8.767922822,YEM
Indonesia,8.76221093,IDN
Bolivia,8.757235855,BOL
United States,8.75,USA
Rwanda,8.746403788,RWA
Rwanda,8.746212346,RWA
Rwanda,8.745829463,RWA
Rwanda,8.745829463,RWA
Rwanda,8.745829463,RWA
Tunisia,8.745385293,TUN
Uganda,8.735781595,UGA
Ghana,8.73422816,GHA
Ghana,8.73422816,GHA
Kenya,8.708966735,KEN
Kenya,8.708966735,KEN
Kenya,8.708966735,KEN
Kenya,8.705820204,KEN
Kenya,8.705820204,KEN
Kenya,8.705820204,KEN
Jordan,8.679581805,JOR
Egypt,8.655001246,EGY
Spain,8.635093705,ESP
Viet Nam,8.634417328,VNM
Turkey,8.625150776,TUR
Turkey,8.621240917,TUR
Kyrgyzstan,8.609228105,KGZ
El Salvador,8.609125818,SLV
Bulgaria,8.603683434,BGR
Malaysia,8.58409942,MYS
Australia,8.575566649,AUS
Bangladesh,8.574072529,BGD
Bangladesh,8.574072529,BGD
Bolivia,8.573104872,BOL
Paraguay,8.531654092,PRY
Iraq,8.525032821,IRQ
Iraq,8.525032821,IRQ
Iraq,8.521719555,IRQ
Iraq,8.521719555,IRQ
Argentina,8.52,ARG
Korea (South),8.510609188,KOR
Viet Nam,8.505884736,VNM
Hungary,8.477983365,HUN
