Country,"Cost per GB, excl conn (US$ PPP)",Country Code
Israel,#VALUE!,ISR
Israel,68.48,ISR
Israel,14.67,ISR
Israel,6.55,ISR
Israel,2.47,ISR
Israel,12.73,ISR
Israel,12.43,ISR
Israel,12.43,ISR
Israel,12.43,ISR
Italy,7.54,ITA
Italy,5.02,ITA
Italy,3.14,ITA
Italy,2.93,ITA
Italy,12.86,ITA
Italy,8.27,ITA
Italy,2.7,ITA
Italy,5.02,ITA
Italy,4.49,ITA
Italy,2.93,ITA
Italy,12.86,ITA
Italy,6.28,ITA
Italy,2.91,ITA
Italy,9.32,ITA
Italy,1.51,ITA
Italy,10.29,ITA
Japan,8.01,JPN
Japan,9.98,JPN
Japan,34.42,JPN
Japan,42.62,JPN
Jordan,22.06,JOR
Jordan,18.4,JOR
Jordan,12.59,JOR
Jordan,11.7,JOR
Jordan,24.34,JOR
Jordan,18.35,JOR
Jordan,7.38,JOR
Jordan,3,JOR
Jordan,2.57,JOR
Jordan,184.41,JOR
Jordan,98.35,JOR
Jordan,73.76,JOR
Jordan,9,JOR
Jordan,3.6,JOR
Jordan,3.6,JOR
Jordan,3.24,JOR
Jordan,2.25,JOR
Jordan,1.47,JOR
Jordan,2.7,JOR
Jordan,1.8,JOR
Jordan,5.4,JOR
Jordan,4.5,JOR
Jordan,3.24,JOR
Kazakhstan,7.79,KAZ
Kazakhstan,3.91,KAZ
Kazakhstan,3.14,KAZ
Kazakhstan,2.62,KAZ
Kazakhstan,48.33,KAZ
Kazakhstan,40.28,KAZ
Kazakhstan,25.78,KAZ
Kazakhstan,23.36,KAZ
Kazakhstan,15.71,KAZ
Kazakhstan,9.87,KAZ
Kazakhstan,4.75,KAZ
Kenya,29.27,KEN
Kenya,24.39,KEN
Kenya,18.3,KEN
Kenya,30.49,KEN
Kenya,30.49,KEN
Kenya,30.49,KEN
Kenya,24.39,KEN
Kenya,20.33,KEN
Kenya,13.94,KEN
Kenya,14.29,KEN
Kenya,11.91,KEN
Kenya,10.42,KEN
Kenya,11.91,KEN
Kenya,9.53,KEN
Kenya,36.59,KEN
Kenya,30.49,KEN
Kenya,27.44,KEN
Kenya,20.74,KEN
Kenya,18.3,KEN
Kenya,13.42,KEN
Kenya,11.89,KEN
Kenya,12.17,KEN
Kenya,11.31,KEN
Kenya,11.58,KEN
Kenya,17.87,KEN
Kenya,13.1,KEN
Kenya,11.89,KEN
Kenya,9.51,KEN
Kenya,9.52,KEN
Kenya,48.79,KEN
Kenya,36.59,KEN
Kenya,24.39,KEN
Kenya,18.3,KEN
Kenya,13.42,KEN
Kenya,12.17,KEN
Kenya,9.74,KEN
Kenya,9.75,KEN
Kenya,30.49,KEN
Kenya,30.49,KEN
Kenya,30.49,KEN
Kenya,30.49,KEN
Kenya,30.49,KEN
Kenya,30.49,KEN
Kenya,24.39,KEN
Kenya,15.88,KEN
Kenya,15.87,KEN
Kenya,11.91,KEN
Kenya,10.96,KEN
Kenya,#VALUE!,KEN
Kenya,#VALUE!,KEN
Kenya,#VALUE!,KEN
Kenya,17.08,KEN
Kenya,14.64,KEN
Korea (South),84.86,KOR
Korea (South),51.18,KOR
Korea (South),42.25,KOR
Korea (South),25.19,KOR
Korea (South),17.55,KOR
Korea (South),14.8,KOR
Korea (South),12.19,KOR
Korea (South),56.57,KOR
Korea (South),34.12,KOR
Korea (South),25.35,KOR
Korea (South),12.59,KOR
Korea (South),8.77,KOR
Korea (South),7.4,KOR
Korea (South),6.09,KOR
Korea (South),6.09,KOR
Kyrgyzstan,148.61,KGZ
Kyrgyzstan,133.75,KGZ
Kyrgyzstan,118.89,KGZ
Kyrgyzstan,99.07,KGZ
Kyrgyzstan,71.15,KGZ
Kyrgyzstan,69.35,KGZ
Kyrgyzstan,64.4,KGZ
Kyrgyzstan,55.2,KGZ
Kyrgyzstan,46.23,KGZ
Kyrgyzstan,36.28,KGZ
Kyrgyzstan,27.82,KGZ
Kyrgyzstan,#VALUE!,KGZ
Kyrgyzstan,71.83,KGZ
Kyrgyzstan,74.3,KGZ
Kyrgyzstan,70.77,KGZ
Kyrgyzstan,66.05,KGZ
Kyrgyzstan,59.44,KGZ
Kyrgyzstan,52.84,KGZ
Kyrgyzstan,42.6,KGZ
Kyrgyzstan,32.65,KGZ
Kyrgyzstan,22.98,KGZ
Lao P.D.R.,4.48,LAO
Lao P.D.R.,6.72,LAO
Lao P.D.R.,6.56,LAO
Lao P.D.R.,6.56,LAO
Lao P.D.R.,6.56,LAO
Lao P.D.R.,11.19,LAO
Lao P.D.R.,13.43,LAO
Lao P.D.R.,10.75,LAO
Lao P.D.R.,10.75,LAO
Lao P.D.R.,10.75,LAO
Lao P.D.R.,111.95,LAO
Lao P.D.R.,89.56,LAO
Lao P.D.R.,76.76,LAO
Libya,#DIV/0!,LBY
Libya,#DIV/0!,LBY
Madagascar,50.4,MDG
Madagascar,46.15,MDG
Madagascar,25.64,MDG
Madagascar,13.84,MDG
Madagascar,6.15,MDG
Madagascar,105.01,MDG
Madagascar,59.85,MDG
Madagascar,56.7,MDG
Madagascar,53.55,MDG
Madagascar,49.22,MDG
Madagascar,32.82,MDG
Madagascar,19.69,MDG
Madagascar,9.84,MDG
Madagascar,56.7,MDG
Madagascar,50.4,MDG
Madagascar,46.15,MDG
Madagascar,24.78,MDG
Madagascar,13.84,MDG
Madagascar,6.15,MDG
Madagascar,56.7,MDG
Madagascar,50.4,MDG
Madagascar,46.15,MDG
Madagascar,24.78,MDG
Madagascar,13.84,MDG
Madagascar,6.15,MDG
Madagascar,78.76,MDG
Madagascar,70.01,MDG
Malawi,159.93,MWI
Malawi,159.93,MWI
Malawi,159.93,MWI
Malawi,127.94,MWI
Malawi,114.24,MWI
Malawi,114.24,MWI
Malawi,114.24,MWI
Malawi,39.05,MWI
Malawi,39.05,MWI
Malawi,31.24,MWI
Malawi,63.97,MWI
Malawi,46.85,MWI
Malawi,31.24,MWI
Malawi,63.97,MWI
Malawi,53.31,MWI
Malawi,53.31,MWI
Malawi,41.65,MWI
Malawi,31.24,MWI
Malaysia,16.82,MYS
Malaysia,8.94,MYS
Malaysia,8.59,MYS
Malaysia,7.26,MYS
Malaysia,16.15,MYS
Malaysia,10.77,MYS
Malaysia,7.89,MYS
Malaysia,5.26,MYS
Malaysia,25.24,MYS
Malaysia,11.92,MYS
Malaysia,9.25,MYS
Malaysia,10.77,MYS
Malaysia,17.94,MYS
Malaysia,26.92,MYS
Malaysia,12.62,MYS
Malaysia,7.15,MYS
Malaysia,8.41,MYS
Malaysia,4.47,MYS
Malaysia,2.31,MYS
Malaysia,2.4,MYS
Malaysia,1.73,MYS
Malaysia,10.77,MYS
Malaysia,5.38,MYS
Malaysia,96.9,MYS
Malaysia,75.37,MYS
Malaysia,40.91,MYS
Malaysia,25.24,MYS
Malaysia,11.92,MYS
Mali,141.66,MLI
Mali,88.54,MLI
Mali,70.83,MLI
Mali,33.29,MLI
Mali,25.94,MLI
Mali,23.35,MLI
Mali,23.06,MLI
Mali,70.83,MLI
Mali,#VALUE!,MLI
Mali,70.83,MLI
Mali,53.12,MLI
Mali,35.42,MLI
Mali,33.29,MLI
Mali,25.94,MLI
Mali,23.35,MLI
Mexico,18.27,MEX
Mexico,16.25,MEX
Mexico,10.97,MEX
Mexico,7.32,MEX
Mexico,62.31,MEX
Mexico,286.53,MEX
Mexico,497.98,MEX
Mexico,"1,864.30",MEX
Mexico,"1,976.90",MEX
Mexico,41.71,MEX
Mexico,25.02,MEX
Mexico,24.44,MEX
Mexico,24.44,MEX
Mexico,20.36,MEX
Mexico,16.29,MEX
Mexico,28.51,MEX
Mexico,#VALUE!,MEX
Mexico,#VALUE!,MEX
Mexico,49.8,MEX
Mexico,30.42,MEX
Mexico,11.36,MEX
Mexico,10.48,MEX
Mexico,7.2,MEX
Mexico,81.33,MEX
Mexico,47.96,MEX
Mexico,38.79,MEX
Mexico,30.5,MEX
Mexico,9.76,MEX
Mexico,7.33,MEX
Mexico,15.01,MEX
Mexico,46.92,MEX
Mexico,33.37,MEX
Mexico,33.37,MEX
Mexico,40.87,MEX
Mexico,37.12,MEX
Mexico,20.65,MEX
Mexico,41.29,MEX
Mexico,24.32,MEX
Mexico,15.82,MEX
Mexico,59.81,MEX
Mexico,32.87,MEX
Mexico,15.03,MEX
Mexico,11.46,MEX
Mexico,65.9,MEX
Mexico,57.97,MEX
Mexico,41.42,MEX
Mexico,19.1,MEX
Mexico,6.92,MEX
Mexico,7.33,MEX
Mexico,7.73,MEX
Mexico,7.32,MEX
Mexico,10.97,MEX
Mexico,12.18,MEX
Mexico,15.21,MEX
Mexico,30.42,MEX
Mexico,49.8,MEX
Mexico,62.56,MEX
Mexico,79.24,MEX
Mexico,97.59,MEX
Mexico,36.91,MEX
Mexico,41.5,MEX
Mexico,36.53,MEX
Mexico,37.54,MEX
Mexico,72.57,MEX
Mexico,73.82,MEX
Mexico,30.97,MEX
Mexico,27.98,MEX
Mexico,20.71,MEX
Mexico,15.01,MEX
Mexico,40.87,MEX
Mexico,32.95,MEX
Mexico,20.65,MEX
Mexico,20.28,MEX
Mexico,16.25,MEX
Morocco,3.97,MAR
Morocco,7.98,MAR
Morocco,5.13,MAR
Morocco,5.13,MAR
Morocco,3.58,MAR
Morocco,3.34,MAR
Morocco,3.34,MAR
Morocco,#VALUE!,MAR
Morocco,#VALUE!,MAR
Morocco,#VALUE!,MAR
Morocco,#VALUE!,MAR
Morocco,1.2,MAR
Morocco,1.34,MAR
Morocco,4.11,MAR
Morocco,3.42,MAR
Morocco,2.87,MAR
Morocco,2.46,MAR
Mozambique,57.82,MOZ
Mozambique,48.18,MOZ
Mozambique,21.42,MOZ
Mozambique,23.13,MOZ
Mozambique,14.78,MOZ
Mozambique,12.55,MOZ
Mozambique,10.46,MOZ
Mozambique,47.05,MOZ
Mozambique,20.91,MOZ
Mozambique,22.59,MOZ
Mozambique,14.43,MOZ
Mozambique,76.97,MOZ
Mozambique,56.4,MOZ
Mozambique,26.14,MOZ
Mozambique,25.08,MOZ
Mozambique,13.69,MOZ
Mozambique,190.6,MOZ
Mozambique,159.97,MOZ
Mozambique,106.86,MOZ
Mozambique,26.77,MOZ
Mozambique,21.42,MOZ
Mozambique,21.42,MOZ
Mozambique,21.42,MOZ
Mozambique,21.42,MOZ
Mozambique,25.7,MOZ
Mozambique,50.86,MOZ
Mozambique,53.54,MOZ
Mozambique,42.83,MOZ
Mozambique,37.64,MOZ
Mozambique,20.91,MOZ
Mozambique,18.82,MOZ
Mozambique,13.69,MOZ
Mozambique,13.49,MOZ
Nepal,57.09,NPL
Nepal,85.63,NPL
Nepal,70.65,NPL
Nepal,56.8,NPL
Nepal,28.45,NPL
Nepal,22.78,NPL
Nepal,19.48,NPL
Nepal,11.14,NPL
Nepal,8.36,NPL
Netherlands,48.59,NLD
Netherlands,14.58,NLD
Netherlands,10.68,NLD
Netherlands,194.36,NLD
Netherlands,121.48,NLD
Netherlands,48.59,NLD
Netherlands,23.73,NLD
Netherlands,14.24,NLD
Netherlands,5.63,NLD
Netherlands,48.1,NLD
Netherlands,34.53,NLD
Netherlands,17.74,NLD
Netherlands,60.74,NLD
Netherlands,43.73,NLD
Netherlands,16.61,NLD
Netherlands,8.13,NLD
Netherlands,86.77,NLD
Netherlands,40.49,NLD
Netherlands,34.71,NLD
Netherlands,30.37,NLD
Nicaragua,5.48,NIC
Nicaragua,5.35,NIC
Nicaragua,8.92,NIC
Nicaragua,10.71,NIC
Nicaragua,42.83,NIC
Nicaragua,21.42,NIC
Nicaragua,14.99,NIC
Nicaragua,12.05,NIC
Nicaragua,39.11,NIC
Nicaragua,17.38,NIC
Nicaragua,13.04,NIC
Nicaragua,8.69,NIC
Nicaragua,10.97,NIC
Nicaragua,8.22,NIC
Nicaragua,10.97,NIC
Nicaragua,9.64,NIC
Nicaragua,5.35,NIC
Niger,41.15,NER
Niger,76.13,NER
Niger,80.06,NER
Niger,126.41,NER
Niger,189.62,NER
Niger,#VALUE!,NER
Niger,#VALUE!,NER
Niger,#VALUE!,NER
Niger,6.17,NER
Niger,30.86,NER
Niger,25.72,NER
Nigeria,44.65,NGA
Nigeria,32.7,NGA
Nigeria,18.17,NGA
Nigeria,17.44,NGA
Nigeria,16.35,NGA
Nigeria,66.97,NGA
Nigeria,70.19,NGA
Nigeria,93.02,NGA
Nigeria,74.41,NGA
Nigeria,55.81,NGA
Nigeria,47.84,NGA
Nigeria,46.51,NGA
Nigeria,42.93,NGA
Nigeria,44.65,NGA
Nigeria,44.65,NGA
Nigeria,25.16,NGA
Nigeria,18.17,NGA
Nigeria,17.44,NGA
Nigeria,16.35,NGA
Nigeria,15.99,NGA
Nigeria,55.81,NGA
Nigeria,44.65,NGA
Nigeria,29.07,NGA
Nigeria,23.62,NGA
Nigeria,14.53,NGA
Nigeria,111.62,NGA
Nigeria,111.62,NGA
Nigeria,55.81,NGA
Nigeria,44.65,NGA
Nigeria,29.07,NGA
Nigeria,23.62,NGA
Nigeria,14.53,NGA
Nigeria,10.9,NGA
Nigeria,10.9,NGA
Nigeria,9.81,NGA
Nigeria,10.22,NGA
Nigeria,13.63,NGA
Nigeria,28.62,NGA
Nigeria,13.63,NGA
Nigeria,16.35,NGA
Nigeria,16.35,NGA
Nigeria,13.63,NGA
Nigeria,85.86,NGA
Nigeria,68.69,NGA
Nigeria,42.93,NGA
Nigeria,21.8,NGA
Nigeria,111.62,NGA
Nigeria,58.04,NGA
Nigeria,44.65,NGA
Nigeria,38.15,NGA
Nigeria,178.6,NGA
Nigeria,111.62,NGA
Pakistan,#VALUE!,PAK
Pakistan,688.71,PAK
Pakistan,495.87,PAK
Pakistan,1.38,PAK
Pakistan,2.2,PAK
Pakistan,13.77,PAK
Pakistan,0.55,PAK
Pakistan,6.73,PAK
Pakistan,91.83,PAK
Pakistan,64.28,PAK
Pakistan,64.28,PAK
Pakistan,22.04,PAK
Pakistan,13.77,PAK
Pakistan,3.36,PAK
Pakistan,1.83,PAK
Pakistan,#VALUE!,PAK
Pakistan,2.75,PAK
Pakistan,275.49,PAK
Pakistan,137.74,PAK
Pakistan,2.69,PAK
Pakistan,2.24,PAK
Pakistan,6.73,PAK
Papua New Guinea,99.69,PNG
Papua New Guinea,99.01,PNG
Papua New Guinea,93.37,PNG
Papua New Guinea,78.02,PNG
Papua New Guinea,70.34,PNG
Papua New Guinea,125.33,PNG
Papua New Guinea,125.33,PNG
Paraguay,10.69,PRY
Paraguay,8.97,PRY
Paraguay,5.4,PRY
Paraguay,3.61,PRY
Paraguay,#VALUE!,PRY
Paraguay,#VALUE!,PRY
Paraguay,#VALUE!,PRY
Paraguay,#VALUE!,PRY
Paraguay,#VALUE!,PRY
Paraguay,#VALUE!,PRY
Paraguay,21.74,PRY
Paraguay,16.31,PRY
Paraguay,7.25,PRY
Paraguay,5.25,PRY
Paraguay,3.42,PRY
Paraguay,4.8,PRY
Paraguay,3.42,PRY
Paraguay,3.01,PRY
Paraguay,3.62,PRY
Paraguay,10.87,PRY
Paraguay,9.06,PRY
Paraguay,16.31,PRY
Paraguay,9.96,PRY
Paraguay,8.61,PRY
Paraguay,5.66,PRY
Paraguay,3.62,PRY
Peru,37.99,PER
Peru,36.49,PER
Peru,24.12,PER
Peru,20.2,PER
Peru,14.72,PER
Peru,12.18,PER
Peru,25.33,PER
Peru,189.97,PER
Peru,126.65,PER
Peru,47.49,PER
Peru,31.66,PER
Peru,29.13,PER
Peru,25.12,PER
Peru,19,PER
Peru,12.37,PER
Peru,9.28,PER
Peru,7.73,PER
Peru,79.15,PER
Peru,75.99,PER
Peru,63.32,PER
Peru,57.57,PER
Peru,54.28,PER
Peru,50.66,PER
Peru,37.1,PER
Peru,27.83,PER
Peru,40.54,PER
Peru,25.56,PER
Peru,21.15,PER
Peru,15.51,PER
Peru,12.51,PER
Peru,#VALUE!,PER
Peru,#VALUE!,PER
Peru,#VALUE!,PER
Peru,#VALUE!,PER
Peru,126.65,PER
Peru,101.32,PER
Peru,75.99,PER
Peru,61.84,PER
Philippines,81.38,PHL
Philippines,40.96,PHL
Philippines,20.03,PHL
Philippines,30.83,PHL
Philippines,24.66,PHL
Philippines,20.55,PHL
Philippines,81.38,PHL
Philippines,40.96,PHL
Philippines,20.03,PHL
Philippines,10.43,PHL
Philippines,7.02,PHL
Philippines,6.69,PHL
Philippines,82.2,PHL
Philippines,18.27,PHL
Philippines,17.61,PHL
Philippines,81.38,PHL
Philippines,32.72,PHL
Philippines,40.96,PHL
Philippines,20.51,PHL
Philippines,20.45,PHL
Philippines,#VALUE!,PHL
Philippines,#VALUE!,PHL
Philippines,#VALUE!,PHL
Philippines,#VALUE!,PHL
Philippines,#VALUE!,PHL
Philippines,#VALUE!,PHL
Philippines,#VALUE!,PHL
Philippines,#VALUE!,PHL
Philippines,#VALUE!,PHL
Philippines,#VALUE!,PHL
Philippines,#VALUE!,PHL
Philippines,#VALUE!,PHL
Philippines,#VALUE!,PHL
Philippines,#VALUE!,PHL
Philippines,#VALUE!,PHL
Philippines,#VALUE!,PHL
Philippines,#VALUE!,PHL
Philippines,#VALUE!,PHL
Poland,27.28,POL
Poland,16.37,POL
Poland,7.99,POL
Poland,6.39,POL
Poland,17.95,POL
Poland,13.19,POL
Poland,11.74,POL
Poland,8.88,POL
Poland,5.3,POL
Poland,3.98,POL
Poland,2.13,POL
Poland,1.77,POL
Poland,1.86,POL
Poland,18.19,POL
Poland,18.19,POL
Poland,10.66,POL
Poland,7.99,POL
Poland,5.33,POL
Poland,5,POL
Poland,4.44,POL
Poland,7.94,POL
Poland,5.31,POL
Poland,2.66,POL
Poland,2.13,POL
Poland,2.13,POL
Poland,2.13,POL
Poland,2.13,POL
Poland,10.91,POL
Poland,38.2,POL
Poland,32.74,POL
Poland,16.37,POL
Poland,66.03,POL
Poland,33,POL
Poland,13.16,POL
Poland,7.41,POL
Poland,49.55,POL
Poland,25.68,POL
Poland,10.48,POL
Poland,5.91,POL
Poland,26.62,POL
Poland,5.3,POL
Poland,1.6,POL
Poland,6.66,POL
Portugal,24.4,PRT
Portugal,9.26,PRT
Portugal,#VALUE!,PRT
Portugal,#VALUE!,PRT
Portugal,#VALUE!,PRT
Portugal,#VALUE!,PRT
Portugal,#VALUE!,PRT
Portugal,16.17,PRT
Portugal,#VALUE!,PRT
Portugal,24.4,PRT
Portugal,9.26,PRT
Portugal,#VALUE!,PRT
Portugal,#VALUE!,PRT
Portugal,#VALUE!,PRT
Portugal,22.46,PRT
Portugal,#VALUE!,PRT
Portugal,23.69,PRT
Portugal,9.08,PRT
Portugal,#VALUE!,PRT
Portugal,#VALUE!,PRT
Portugal,#VALUE!,PRT
Portugal,#VALUE!,PRT
Portugal,#VALUE!,PRT
Portugal,#VALUE!,PRT
Portugal,22.46,PRT
Romania,4.76,ROM
Romania,3.17,ROM
Romania,1.49,ROM
Romania,1.06,ROM
Romania,0.79,ROM
Romania,0.32,ROM
Romania,32.46,ROM
Romania,16.23,ROM
Romania,7.13,ROM
Romania,12.68,ROM
Romania,5.28,ROM
Romania,4.12,ROM
Romania,2.64,ROM
Romania,1.32,ROM
Romania,4.23,ROM
Romania,19.02,ROM
Romania,11.1,ROM
Romania,8.45,ROM
Romania,7.93,ROM
Romania,5.15,ROM
Romania,2.97,ROM
Romania,24.35,ROM
Romania,19.48,ROM
Romania,16.23,ROM
Romania,32.46,ROM
Romania,25.97,ROM
Romania,19.48,ROM
Romania,12.68,ROM
Romania,10.57,ROM
Romania,7.13,ROM
Romania,4.76,ROM
Romania,3.7,ROM
Romania,2.51,ROM
Romania,1.98,ROM
Romania,16.23,ROM
Romania,5.28,ROM
Romania,2.38,ROM
Romania,2.11,ROM
Romania,1.59,ROM
Romania,8.72,ROM
Russia,6.44,RUS
Russia,5.47,RUS
Russia,10.75,RUS
Russia,7,RUS
Russia,7.18,RUS
Russia,6.35,RUS
Russia,5.47,RUS
Russia,3.56,RUS
Russia,4.9,RUS
Russia,5.03,RUS
Russia,4.45,RUS
Russia,3.83,RUS
Russia,2.49,RUS
Russia,6.79,RUS
Russia,5.52,RUS
Russia,6.91,RUS
Russia,5.52,RUS
Russia,4.6,RUS
Russia,3.09,RUS
Russia,5.62,RUS
Russia,4.7,RUS
Rwanda,2.38,RWA
Rwanda,18.33,RWA
Rwanda,45.05,RWA
Rwanda,37.54,RWA
Rwanda,29.33,RWA
Rwanda,11,RWA
Rwanda,9.17,RWA
Rwanda,7.88,RWA
Rwanda,#VALUE!,RWA
Rwanda,#VALUE!,RWA
Rwanda,#VALUE!,RWA
Rwanda,45.83,RWA
Rwanda,18.33,RWA
Rwanda,16.92,RWA
Rwanda,16.29,RWA
Rwanda,14.66,RWA
Rwanda,14.66,RWA
Rwanda,14.66,RWA
Rwanda,14.66,RWA
Rwanda,#VALUE!,RWA
Rwanda,#VALUE!,RWA
Saudi Arabia,107.54,SAU
Saudi Arabia,80.66,SAU
Saudi Arabia,64.52,SAU
Saudi Arabia,45.17,SAU
Saudi Arabia,38.07,SAU
Saudi Arabia,31.19,SAU
Saudi Arabia,12.54,SAU
Saudi Arabia,6.24,SAU
Saudi Arabia,6.27,SAU
Saudi Arabia,#VALUE!,SAU
Saudi Arabia,#VALUE!,SAU
Saudi Arabia,#VALUE!,SAU
Saudi Arabia,107.54,SAU
Saudi Arabia,80.66,SAU
Saudi Arabia,15.75,SAU
Saudi Arabia,12.6,SAU
Saudi Arabia,#VALUE!,SAU
Saudi Arabia,#VALUE!,SAU
Saudi Arabia,#VALUE!,SAU
Saudi Arabia,12.6,SAU
Saudi Arabia,7.88,SAU
Saudi Arabia,6.3,SAU
Saudi Arabia,6.3,SAU
Senegal,16.76,SEN
Senegal,#VALUE!,SEN
Senegal,#VALUE!,SEN
Senegal,#VALUE!,SEN
Senegal,2.48,SEN
Senegal,15.52,SEN
Senegal,18.62,SEN
Senegal,476.71,SEN
Senegal,38.14,SEN
Senegal,22.88,SEN
Senegal,18.62,SEN
Serbia,5.91,SRB
Serbia,3.24,SRB
Serbia,2.05,SRB
Serbia,26.74,SRB
Serbia,18.28,SRB
Serbia,15.41,SRB
Serbia,2.22,SRB
Serbia,3.31,SRB
Serbia,11.43,SRB
Serbia,26.29,SRB
Serbia,20.54,SRB
Serbia,16.69,SRB
Serbia,12.58,SRB
Serbia,5.08,SRB
Serbia,3.57,SRB
Serbia,3.2,SRB
Serbia,2.56,SRB
Sierra Leone,29.7,SLE
Sierra Leone,121.65,SLE
Sierra Leone,145.98,SLE
Sierra Leone,121.65,SLE
Sierra Leone,97.32,SLE
Sierra Leone,97.32,SLE
Sierra Leone,97.32,SLE
Sierra Leone,97.32,SLE
Sierra Leone,72.99,SLE
Sierra Leone,59.4,SLE
Sierra Leone,47.52,SLE
Sierra Leone,44.13,SLE
Sierra Leone,#VALUE!,SLE
Singapore,5.78,SGP
Singapore,3.83,SGP
Singapore,3.85,SGP
Singapore,11.95,SGP
Singapore,6.3,SGP
Singapore,5.09,SGP
Singapore,11.55,SGP
Singapore,7.7,SGP
Singapore,6.64,SGP
Singapore,17.73,SGP
Singapore,10.17,SGP
Singapore,7.88,SGP
Singapore,17.33,SGP
Singapore,3.83,SGP
Singapore,3.84,SGP
Singapore,4.8,SGP
Singapore,3.84,SGP
Singapore,20.12,SGP
Singapore,2.88,SGP
Singapore,14.34,SGP
Singapore,2.89,SGP
Singapore,2.41,SGP
Singapore,1.72,SGP
Singapore,98.56,SGP
Singapore,6.74,SGP
Singapore,49.28,SGP
Singapore,29.57,SGP
Singapore,19.25,SGP
Singapore,2.41,SGP
Singapore,2.41,SGP
Singapore,2.41,SGP
Singapore,3.19,SGP
Singapore,4.81,SGP
Singapore,4.46,SGP
Singapore,10.55,SGP
Singapore,9.58,SGP
Singapore,"10,546.26",SGP
Singapore,#VALUE!,SGP
Singapore,1.93,SGP
Singapore,1.6,SGP
Singapore,1.03,SGP
Singapore,#VALUE!,SGP
Singapore,2.89,SGP
Singapore,2.57,SGP
Singapore,1.72,SGP
Singapore,0.4,SGP
Singapore,0.26,SGP
Slovak Republic,57.86,SVK
Slovak Republic,23.14,SVK
Slovak Republic,15.43,SVK
Slovak Republic,10.61,SVK
Slovak Republic,#VALUE!,SVK
Slovak Republic,21.41,SVK
Slovak Republic,5.78,SVK
Slovak Republic,3.86,SVK
Slovak Republic,3.37,SVK
Slovak Republic,3.78,SVK
Slovak Republic,19.29,SVK
Slovak Republic,#VALUE!,SVK
Slovak Republic,#VALUE!,SVK
Slovak Republic,#VALUE!,SVK
Slovak Republic,76.96,SVK
Slovak Republic,23.11,SVK
Slovak Republic,9.63,SVK
South Africa,17.24,ZAF
South Africa,28.99,ZAF
South Africa,9.26,ZAF
South Africa,28.8,ZAF
South Africa,28.8,ZAF
South Africa,28.71,ZAF
South Africa,24.88,ZAF
South Africa,28.73,ZAF
South Africa,28.83,ZAF
South Africa,10.12,ZAF
South Africa,28.8,ZAF
South Africa,28.73,ZAF
South Africa,28.73,ZAF
South Africa,28.73,ZAF
South Africa,28.73,ZAF
South Africa,28.99,ZAF
South Africa,28.99,ZAF
South Africa,287.28,ZAF
South Africa,125.13,ZAF
South Africa,95.12,ZAF
South Africa,14.94,ZAF
South Africa,12.91,ZAF
South Africa,9.26,ZAF
South Africa,#VALUE!,ZAF
South Africa,#VALUE!,ZAF
South Africa,#VALUE!,ZAF
South Africa,#VALUE!,ZAF
South Africa,191.52,ZAF
South Africa,74.06,ZAF
South Africa,50.43,ZAF
South Africa,45.58,ZAF
South Africa,27.87,ZAF
South Africa,22.91,ZAF
South Africa,172.37,ZAF
South Africa,159.6,ZAF
South Africa,93.85,ZAF
South Africa,75.84,ZAF
South Africa,57.07,ZAF
South Africa,56.18,ZAF
South Africa,46.57,ZAF
South Africa,37.28,ZAF
South Africa,32.64,ZAF
South Africa,32.1,ZAF
South Africa,30.49,ZAF
South Africa,29.51,ZAF
South Africa,27.1,ZAF
South Africa,26.74,ZAF
South Africa,172.37,ZAF
South Africa,76.61,ZAF
South Africa,55.54,ZAF
South Africa,45.2,ZAF
South Africa,37.92,ZAF
South Africa,38.05,ZAF
South Africa,46.57,ZAF
South Africa,37.28,ZAF
South Africa,37.31,ZAF
South Africa,37.33,ZAF
South Africa,31.11,ZAF
South Africa,31.01,ZAF
South Africa,30.47,ZAF
South Africa,29.92,ZAF
Spain,42.8,ESP
Spain,27.87,ESP
Spain,17.42,ESP
Spain,5.57,ESP
Spain,51.79,ESP
Spain,13.07,ESP
Spain,13.24,ESP
Spain,4.88,ESP
Spain,17.06,ESP
Spain,21.4,ESP
Spain,17.12,ESP
Spain,13.93,ESP
Spain,13.24,ESP
Spain,6.97,ESP
Spain,25.68,ESP
Spain,20.9,ESP
Spain,114.14,ESP
Spain,42.8,ESP
Spain,26.47,ESP
Spain,22.29,ESP
Spain,12.54,ESP
Spain,22.83,ESP
Sri Lanka,5.34,LKA
Sri Lanka,4.44,LKA
Sri Lanka,3.56,LKA
Sri Lanka,3.2,LKA
Sri Lanka,4.32,LKA
Sri Lanka,4.38,LKA
Sri Lanka,4.53,LKA
Sri Lanka,5.32,LKA
Sri Lanka,4.74,LKA
Sri Lanka,3.56,LKA
Sri Lanka,26.69,LKA
Sri Lanka,25.81,LKA
Sri Lanka,24.92,LKA
Sri Lanka,23.14,LKA
Sri Lanka,4.09,LKA
Sri Lanka,3.53,LKA
Sri Lanka,2.65,LKA
Sri Lanka,3.55,LKA
Sri Lanka,5.16,LKA
Sri Lanka,5.32,LKA
Sri Lanka,4.45,LKA
Sri Lanka,#VALUE!,LKA
Sri Lanka,#VALUE!,LKA
Sri Lanka,3.65,LKA
Sri Lanka,3.56,LKA
Sri Lanka,3.56,LKA
Sri Lanka,5.47,LKA
Sri Lanka,3.65,LKA
